totClicks,scores,delays
274.091057439944,105.29410451095997,-11.42871499359255
235.9648930686941,111.05074493491387,-13.841013544064076
197.99784299862597,115.91950265095494,-15.989590232571501
165.76953334211316,119.3113049558232,-17.541152189645963
141.36222390286645,121.3636955275559,-18.438711991834506
124.37771467565022,122.45992031044344,-18.817827605567288
113.21156515042237,122.96747770165467,-18.875613819905958
106.10483942889358,123.15619792760447,-18.780815209460776
101.65191738334977,123.19565620237509,-18.642456219727386
98.87965826757585,123.17943777856078,-18.515963478809624
97.15736298355242,123.15264549078222,-18.421700899090393
96.0869143765001,123.13310112779538,-18.361442111648206
95.42021675525051,123.12523927516358,-18.32934595813116
95.00281615678456,123.12777843302646,-18.317666269028972
94.73918600507385,123.13767280404147,-18.319332168441974
94.56998466084656,123.15176930250558,-18.328738982162072
94.45842652153841,123.16745128451791,-18.341785024095113
94.38210053874033,123.18291868980941,-18.355795395814546
94.32741923763126,123.19705095106033,-18.36911733591536
94.2859111590621,123.20919837764382,-18.380799652619146
94.25264670088741,123.21910466958775,-18.390421929670268
94.22464324668307,123.22675790596318,-18.3978790630048
94.20005737379803,123.23228921698845,-18.403244625467494
94.17806057767007,123.23594894217109,-18.406749845998952
94.15794862942123,123.23798742101877,-18.408625953539776
94.13926585154229,123.23862519071673,-18.409104177030574
94.1219915314192,123.23813047216595,-18.40844202142793
94.10589783029732,123.23672380255178,-18.406870715672447
94.09100546079073,123.23463763998839,-18.404605723095152
94.07714872198696,123.23197927283616,-18.401788934182317
94.06426547604383,123.22889175224233,-18.39853596340425
94.05212788420673,123.22545852470941,-18.39495191482486
94.04086022216,123.22178687859781,-18.391139264906464
94.03029678899122,123.21794833948118,-18.387158448485806
94.02025117117383,123.21394290735944,-18.383017348367684
94.01061980563757,123.20980634501944,-18.378752750974467
94.00140269238246,123.2055863361769,-18.37440144272852
93.99284838277714,123.20139016919222,-18.37008954850654
93.98481188852323,123.19725360685223,-18.36583808912131
274.0784434579836,105.29520719688634,-11.428885787696409
235.93691032710385,111.05218736731484,-13.840953109227328
197.96126452220227,115.91988412068085,-15.98866268920748
165.73216778635532,119.30981483970649,-17.538837272638304
141.32972581141186,121.36072125578693,-18.43523041971743
124.35259027479974,122.45630230851205,-18.813854671951425
113.19389729063221,122.96397890901261,-18.871856349621112
106.09336464070631,123.1532415372289,-18.777698873965793
101.64487509457055,123.19330777937515,-18.64003357105422
98.87555716999266,123.17760791596945,-18.51411890248797
97.15487746986565,123.15113153280765,-18.420211048984445
96.08571304488483,123.13184346979287,-18.360236042514817
95.4199889164959,123.12421407527529,-18.328394766352762
95.00316827122353,123.1268545610341,-18.31682280891608
94.7393931312144,123.13664760415315,-18.318399369874754
94.56959112117949,123.15047588171629,-18.32752765782549
94.45724590253721,123.16583003818292,-18.34022685634762
94.38015355301903,123.18096961792875,-18.35388775705455
94.32491301133042,123.19485750013655,-18.366949564597178
94.28332208230503,123.20695128253982,-18.37857144646422
94.25057543948175,123.21702446748881,-18.3883566348144
94.2234419150678,123.22500552940994,-18.396147473551856
94.19980882242936,123.23091831016106,-18.401909803855816
94.17859910563553,123.2349237422828,-18.40577500580617
94.15919138626462,123.23727216528275,-18.407979563546718
94.14108856157927,123.23815431402383,-18.408710036790904
94.12414564328107,123.23779668615583,-18.408197654479334
94.10815550522948,123.23641981886396,-18.406660507544625
94.09307672219637,123.23419656561782,-18.40428515570022
94.07870216804119,123.23129381942246,-18.401216117034
94.06515611844826,123.22786655235402,-18.39762155804822
94.05227287250513,123.22402801323736,-18.393630231221174
94.04028026896644,123.21995105554203,-18.389397165047125
94.02913688260406,123.21575488855737,-18.385051112004373
94.0188841386461,123.21151699832143,-18.380678782945647
94.00937704879418,123.20725526622763,-18.376288060675737
94.00032563645152,123.20296373181148,-18.371881572796237
93.99187488991647,123.19871988111106,-18.367525009347098
93.98406623441718,123.19454755598426,-18.363247273945888
274.09625630607223,105.29384225052343,-11.428749152413317
235.98249879064213,111.05036346518798,-13.84138403588937
198.0265713943223,115.92106429264527,-15.991555678566655
165.80582184194012,119.31612101111241,-17.545863479310803
141.4019299840127,121.37178387783746,-18.44651596857995
124.4176485955511,122.47055377905232,-18.82828545992651
113.24951065937383,122.97960128638027,-18.887745456482964
106.13992659710526,123.16883411227423,-18.793637905258006
101.68400122252322,123.20809569171743,-18.655197459875083
98.90890447862358,123.1912693005275,-18.528166060629776
97.18381299170252,123.16356506168552,-18.43303111718008
96.11094100880561,123.14301338020377,-18.37179223434191
95.44179929909735,123.13403692071668,-18.338595115755393
95.02174748603218,123.13533630197045,-18.32565943308946
94.75513471789732,123.14384784522915,-18.325924820850837
94.58282648156157,123.15648402989888,-18.333844412066583
94.46845142674175,123.17078914461936,-18.345484687144804
94.38963993025689,123.18501081283728,-18.35819702367493
94.33276309205782,123.19805230909077,-18.3703812122839
94.28957729175008,123.20929374507529,-18.38112547521727
94.25513221457418,123.21852650453445,-18.390051437844974
94.22646595672003,123.2257505874683,-18.397053996103097
94.20165224508038,123.23104944037934,-18.402169936413998
94.17969687418052,123.23461379813051,-18.40557530808474
94.1595849259317,123.23660459326246,-18.407404118796798
94.14112998680739,123.23727216528275,-18.407900735498785
94.12391780452646,123.2367953281254,-18.407259600708922
94.1078655286327,123.23541250036908,-18.405704060563032
94.09284888344176,123.23329057501886,-18.403407536766558
94.07878501849743,123.23057260322199,-18.40052243021218
94.06557037072939,123.22737183380329,-18.39715384496381
94.05308066445333,123.22381343651656,-18.393427905898136
94.04137803751144,123.21998681832883,-18.389454972282273
94.03040035206149,123.21598138620712,-18.38529810655457
94.0201268954895,123.2118805866539,-18.381059785177328
94.0105162425673,123.2077261429205,-18.376763656564936
94.00146483022462,123.2035359364003,-18.372457017546154
93.99293123323335,123.19935169034457,-18.368147750925772
93.98501901466378,123.19523300939795,-18.36392519515812
274.07734568943863,105.29520123642187,-11.428841118469244
235.9299301761668,111.05207411848997,-13.840645679840392
197.94566792381775,115.91873971150318,-15.987383047229358
165.7088660955418,119.30691805397558,-17.53591012445836
141.30176378243561,121.35597076560686,-18.430421908793466
124.32388259171748,122.45030012079391,-18.807664042587028
113.16736443202588,122.95763697481988,-18.865192751969104
106.07047720217392,123.14734663787118,-18.771403140537483
101.62621302930567,123.18840231711891,-18.634707422615488
98.86109976538125,123.17396011171573,-18.510077651230567
97.14421047362657,123.14878310980768,-18.417517757346708
96.07821507859639,123.13065733736397,-18.358754075213664
95.41481076298177,123.12392797298088,-18.327871873634802
94.99983354036043,123.12730159586911,-18.317080313872662
94.7375911337915,123.13766088311252,-18.319258595597237
94.5687211913891,123.15184678854365,-18.328773140982843
94.45703877639663,123.16737975894429,-18.341690430437595
94.38042281700176,123.18260874565715,-18.35545906281003
94.32536868883966,123.19645490461366,-18.368502477141472
94.28367419674399,123.2083758335474,-18.379958820107856
94.2504097385693,123.21810331155731,-18.389407675453516
94.22244770959307,123.2256432991079,-18.396749194317753
94.1980275376205,123.23108520316615,-18.402035928732513
94.1760928793347,123.2346555213818,-18.40545181080964
94.15602235631397,123.23659267233353,-18.407233324692946
94.13762955503185,123.2371887187802,-18.40767476176137
94.12066592411959,123.23668803976497,-18.407017861361922
94.10488291220857,123.2352813701508,-18.405457066012836
94.0901148183863,123.2331236820138,-18.40314214900518
94.07625807958252,123.23035206603672,-18.400217628426837
94.06325055795506,123.2270976524378,-18.3968070015529
94.05103011566176,123.22350349236427,-18.39307055208084
94.03972102838692,123.21970071603442,-18.389116011676162
94.02911616999,123.21571316530608,-18.38499855997242
94.01915340262883,123.21160640528842,-18.38076812139997
94.00981201368937,123.20745196155502,-18.376490385998764
94.00111271578567,123.20330943875055,-18.372233671410342
93.99309693414581,123.19922652059074,-18.368047902065058
93.98553683001519,123.19517936521774,-18.363904174345336
274.0829380952339,105.2953919712848,-11.429143292652988
235.94873722973009,111.05383841597217,-13.842322089659781
197.97940877211573,115.92423525974164,-15.992107474902191
165.75536591409855,119.31740847143726,-17.545127750863422
141.3550159131748,121.37082424305828,-18.44411171311797
124.3777768134924,122.46787157004223,-18.824533244844858
113.21808962385018,122.97615017745395,-18.883480859089747
106.11647991799333,123.16543664752811,-18.789617674813382
101.66718257990938,123.20520486645103,-18.65185252304109
98.89693258769894,123.18895664031436,-18.525530576227187
97.17509298118476,123.16173519909418,-18.43096582232421
96.10431297230753,123.14148154083577,-18.37008954850654
95.43653829512701,123.13268985574717,-18.33712365886063
95.01748068753655,123.13413228814815,-18.324364025501744
94.75159286089367,123.14273323837384,-18.324742400131825
94.57978172729527,123.15541114629485,-18.33271454337953
94.46559308600195,123.1696804982285,-18.34432328723858
94.38688515258737,123.18385448273071,-18.356996209744736
94.33015330268671,123.19687213712635,-18.369169887947315
94.2871953411336,123.20813145450424,-18.379932544091872
94.25277097657175,123.2173642139634,-18.38884536871159
94.22416685655976,123.22458829689725,-18.395850554571304
94.19958098367475,123.2299407939885,-18.401032184922155
94.17772917584517,123.2335766773133,-18.40450061903124
94.15784506635096,123.23565091894775,-18.406413512994433
94.13961796598126,123.23643173979292,-18.40703362697151
94.12284074859552,123.2361277561051,-18.4065711690903
94.10701631145638,123.23487605856704,-18.405149636625893
94.09212394194978,123.23284950064831,-18.40295033408854
94.07806007700543,123.23017921256718,-18.400109896761325
94.06478329139524,123.22703804779314,-18.39679386354491
94.0523350103473,123.22353925515108,-18.39312835931599
94.0406323834054,123.2197960834659,-18.389223743341674
94.02973754841169,123.2159098606335,-18.38518511968586
94.01960908013808,123.21194019129857,-18.38107817838851
94.01020555335644,123.2079586010347,-18.376952843879977
94.00154768068086,123.20401277355765,-18.37289057180979
93.99365617472534,123.20015039258311,-18.368917638193924
93.98642747241962,123.196395299969,-18.36506557425156
274.0649181210048,105.29685228507918,-11.429321969561641
235.90428795996488,111.05620472036551,-13.842253772018239
197.91577962173426,115.92456308528733,-15.990249760572553
165.68181542158402,119.31322422538153,-17.539620297914446
141.27970484846549,121.36184778357119,-18.434329152369386
124.30685682296306,122.45534267373287,-18.81129013279198
113.1544604734687,122.96170797205073,-18.86826179063533
106.06094939970794,123.15057124914776,-18.773928265672964
101.61989568201847,123.19113817030922,-18.636954021981605
98.85774432190411,123.1765350323654,-18.512326878198277
97.14350624474865,123.15138187231526,-18.419924640410283
96.07935427236949,123.13329782312277,-18.361297593560327
95.41708915052797,123.12650289363057,-18.330412764379865
95.00250546757373,123.12965001886906,-18.319445155310678
94.73995237179393,123.13961591545765,-18.321242434803565
94.57033677528551,123.1532415372289,-18.330213066658434
94.45749445390588,123.16809501468032,-18.342447179697757
94.37967716289572,123.18260874565715,-18.355487966427603
94.32360811664486,123.19584097677358,-18.367898128773984
94.28139580919778,123.20730891040782,-18.378899896663942
94.24792422488254,123.21676220705226,-18.388062343435443
94.21994148329225,123.22409953881098,-18.395214674984636
94.19539703563534,123.22940435218646,-18.400346380905127
94.17350380257764,123.23290314482853,-18.40369394534072
94.1536818309256,123.234887979496,-18.40552275605278
94.13557900624025,123.23556747244521,-18.406050903973938
94.11882250146857,123.23516812132593,-18.405493852435207
94.10330875354028,123.23388662146556,-18.404056554361212
94.08874778585857,123.2318481426179,-18.401862507027055
94.07491175966885,123.22916593360782,-18.399019442098243
94.06165568667271,123.22593536186676,-18.39562983603709
94.04920740562477,123.2223471622577,-18.39187762095544
94.03771190482344,123.21858014871466,-18.387957239371534
94.02729345995304,123.21476545145586,-18.384000071365257
94.01772423225894,123.21090307048132,-18.380006116936613
94.00871424514438,123.20698108486215,-18.375964865679208
94.00022207338124,123.20301141552721,-18.37188682799943
93.99204059082894,123.19899406247654,-18.367756238287704
93.98431478578586,123.19496478849695,-18.363630903779164
274.09814115395136,105.29380052727217,-11.428793821640483
235.9837415474855,111.05134694182502,-13.841985756655262
198.0298646999573,115.92349616214776,-15.993237343589243
165.8148732542828,119.32040062459964,-17.549276733786336
141.417443731941,121.37789335391597,-18.451928827871402
124.43732557890476,122.47799243870696,-18.835319549403795
113.2706996635536,122.98757638783692,-18.895625633674747
106.1599764075119,123.17645158586288,-18.801368309158715
101.70137910571661,123.21465816309546,-18.661995065208576
98.92280264265547,123.19634761625326,-18.533521112686078
97.19433499964323,123.16706981479203,-18.43682800148889
96.11841826247999,123.14506377998038,-18.37410189614637
95.44683246431306,123.13484754388418,-18.339640901191316
95.02499936643905,123.13518132989432,-18.325711985121412
94.7571438414608,123.14300145927484,-18.325257410044994
94.58388282487844,123.15513696492937,-18.33264622573799
94.46872069072448,123.1690725308529,-18.343881850170153
94.38945351673037,123.18309154327895,-18.356386606174052
94.33255596591727,123.19612111860351,-18.368549773970233
94.2897637052766,123.2075473289865,-18.379467458609064
94.25577430560992,123.21703638841774,-18.388645670990154
94.22754301265097,123.22452869225259,-18.39591361700965
94.20308141545027,123.23008384513571,-18.401292317480333
94.18127103284881,123.23385681914323,-18.4049000144741
94.16130407289837,123.23602046774471,-18.406896991688427
94.14284913377408,123.23680724905432,-18.40751185046231
94.12561623887909,123.23642577932844,-18.406960054126774
94.10954325037126,123.23510255621679,-18.405470204020826
94.09454731779438,123.23306407736914,-18.403257763475484
94.08064915376251,123.23045339393263,-18.400469878180225
94.06760020690692,123.22737183380329,-18.397232673011743
94.05533833938549,123.22392072487696,-18.39362497601797
94.04384283858415,123.22023715783644,-18.389783422482
94.0331137045029,123.21637477686193,-18.385776330045367
94.02296452361523,123.21238126566911,-18.38164048513044
